LastName,FirstName,Gender,FavoriteColor,DateOfBirth
Griffin,Margaret,Female,Blue,11/22/1998
Ray,Harold,Male,Teal,1/1/1988
Davis,Sandra,Female,Aquamarine,1/6/1966
Freeman,Kimberly,Female,Yellow,12/5/1968
Martinez,Joyce,Female,Crimson,2/20/1998
Morales,Christopher,Male,Red,1/28/1991
Berry,Sharon,Female,Yellow,6/23/1971
Moore,Emily,Female,Blue,9/15/1956
Gilbert,Harold,Male,Violet,1/15/1973
Alvarez,Donna,Female,Goldenrod,7/26/1968
Hart,Terry,Male,Maroon,10/21/1974
Lawson,William,Male,Yellow,7/7/1998
Brooks,Katherine,Female,Purple,4/12/1979
Mccoy,Gregory,Male,Mauv,5/3/1960
Howell,Raymond,Male,Blue,5/24/1949
Flores,Jesse,Male,Puce,2/9/1956
Hart,Michelle,Female,Yellow,6/19/1958
Barnes,Clarence,Male,Yellow,2/18/1967
Frazier,Daniel,Male,Violet,7/11/1972
Martinez,Bruce,Male,Puce,5/9/2001
Jenkins,Adam,Male,Blue,7/29/1987
Stewart,Anna,Female,Purple,1/11/1946
Vasquez,Janet,Female,Green,5/2/1981
Sullivan,Adam,Male,Mauv,3/25/1965
Ward,Bobby,Male,Teal,5/20/2000
Bell,Craig,Male,Maroon,1/10/1984
Bryant,Heather,Female,Teal,9/19/1951
Fisher,Arthur,Male,Khaki,9/29/1970
Ortiz,Virginia,Female,Indigo,2/5/1976
Warren,Larry,Male,Turquoise,10/19/1979
Harrison,Fred,Male,Violet,12/21/1979
Foster,Anne,Female,Maroon,3/23/1971
Fernandez,Janet,Female,Fuscia,10/8/2003
Wallace,Carol,Female,Violet,8/8/1974
Gray,Raymond,Male,Aquamarine,10/31/1956
Hernandez,Margaret,Female,Crimson,11/26/1978
Tucker,Susan,Female,Aquamarine,7/27/1989
Watkins,Steven,Male,Khaki,4/19/1966
Hansen,Carlos,Male,Goldenrod,11/8/1973
Spencer,Earl,Male,Yellow,3/3/1977
Bowman,Craig,Male,Blue,3/2/1972
Spencer,Brandon,Male,Green,9/2/1973
Willis,Gregory,Male,Turquoise,1/13/1972
Adams,Charles,Male,Green,2/12/1996
Lane,Jose,Male,Pink,4/24/1947
Duncan,Ralph,Male,Blue,3/6/1987
Rose,Clarence,Male,Aquamarine,10/19/1975
Ortiz,Donna,Female,Fuscia,7/21/1951
Gardner,Ronald,Male,Indigo,6/6/1990
Cruz,Jeffrey,Male,Green,11/25/1992
Daniels,Jean,Female,Green,12/12/1952
Hughes,Sean,Male,Crimson,1/31/1998
Vasquez,Clarence,Male,Maroon,3/29/1966
Wallace,Brenda,Female,Green,2/13/1988
Turner,Carl,Male,Orange,4/11/1953
Walker,Andrea,Female,Purple,2/18/1967
Franklin,Brian,Male,Crimson,1/23/1998
Hernandez,Scott,Male,Red,9/24/1996
Lane,Robin,Female,Crimson,9/4/1993
Brown,Rachel,Female,Red,6/4/1977
Ellis,Russell,Male,Teal,6/5/1993
Medina,Fred,Male,Green,1/24/1958
Montgomery,Daniel,Male,Green,2/20/1970
Evans,Jeremy,Male,Violet,6/24/2001
Snyder,Virginia,Female,Mauv,9/4/1990
Clark,Carolyn,Female,Pink,10/30/1980
Watson,Jennifer,Female,Puce,3/27/2002
Kennedy,Marie,Female,Mauv,7/6/1987
Arnold,Fred,Male,Purple,6/2/1955
Medina,Philip,Male,Crimson,12/20/1971
Warren,Joshua,Male,Puce,4/19/1964
Reynolds,Sharon,Female,Indigo,10/29/1989
Robertson,Beverly,Female,Red,8/15/1960
Hamilton,Johnny,Male,Turquoise,9/15/1988
Alvarez,Alice,Female,Aquamarine,5/30/1964
White,Anne,Female,Indigo,1/16/1949
Dixon,Justin,Male,Fuscia,8/8/1949
Grant,Richard,Male,Red,7/27/1976
Jordan,Craig,Male,Indigo,8/20/1979
Williamson,Paul,Male,Green,10/10/1969
George,Katherine,Female,Mauv,3/12/1948
Scott,Steven,Male,Maroon,8/10/1960
Hamilton,Harry,Male,Yellow,10/26/1989
Brooks,Arthur,Male,Mauv,2/1/1966
Sims,Steve,Male,Orange,8/12/1983
Thomas,Matthew,Male,Khaki,5/2/1958
Nichols,Nicole,Female,Violet,12/6/1957
Rivera,Ryan,Male,Yellow,4/19/1960
Williamson,Russell,Male,Red,4/26/1952
Wright,Katherine,Female,Crimson,11/9/1952
Barnes,Craig,Male,Aquamarine,1/23/1958
Gonzalez,Edward,Male,Purple,5/8/1997
Williamson,Lois,Female,Purple,9/13/1982
Kelly,Chris,Male,Green,9/23/1977
Hudson,Sandra,Female,Yellow,3/1/1948
Frazier,Janet,Female,Green,2/17/1974
Johnson,Johnny,Male,Aquamarine,11/16/1971
Bradley,Jose,Male,Orange,9/25/1990
Alvarez,Roy,Male,Teal,2/11/1975
Cook,Thomas,Male,Fuscia,8/4/1985
Turner,Edward,Male,Teal,4/1/2000
Chapman,Kevin,Male,Pink,6/9/2000
Daniels,Maria,Female,Indigo,7/11/1967
Oliver,Earl,Male,Aquamarine,8/5/1974
Sims,Angela,Female,Pink,2/12/1967
Hamilton,Christina,Female,Purple,11/24/1950
Hunter,Sarah,Female,Khaki,11/17/2003
Howard,Randy,Male,Violet,5/30/1998
Russell,Jimmy,Male,Goldenrod,10/31/1990
Phillips,Larry,Male,Crimson,8/15/2001
Payne,Dorothy,Female,Puce,10/25/1946
Andrews,Jerry,Male,Puce,11/7/1981
Lewis,Lois,Female,Green,9/5/1995
Reid,Joyce,Female,Violet,3/26/2000
Fowler,Michelle,Female,Crimson,3/7/1953
Hudson,Betty,Female,Fuscia,11/19/1997
Perry,Ruby,Female,Turquoise,3/27/1961
Washington,Lois,Female,Teal,5/16/1953
Lane,Jacqueline,Female,Indigo,7/8/1979
Castillo,Janet,Female,Fuscia,9/2/1983
Nichols,Phyllis,Female,Red,4/16/1984
Hudson,Evelyn,Female,Violet,11/5/1949
Myers,Walter,Male,Green,3/10/1975
Phillips,Lawrence,Male,Puce,7/10/1990
Barnes,Kevin,Male,Fuscia,12/11/1947
James,Sandra,Female,Mauv,5/31/1961
Mendoza,Andrew,Male,Red,6/6/1996
Coleman,Patrick,Male,Pink,5/23/1967
Palmer,Rebecca,Female,Orange,9/13/1972
Wheeler,Beverly,Female,Purple,7/12/1951
Wagner,Cynthia,Female,Red,7/25/1969
Simpson,Jack,Male,Yellow,12/5/1994
Rodriguez,Phyllis,Female,Maroon,9/26/1967
Gutierrez,Jose,Male,Mauv,7/12/1963
King,Earl,Male,Purple,8/25/1962
Bailey,Gary,Male,Mauv,9/3/1974
Andrews,Janice,Female,Pink,8/26/1996
Rice,Angela,Female,Pink,12/28/1958
Cox,Andrew,Male,Green,4/3/1961
Russell,Heather,Female,Puce,1/11/1963
Payne,Andrew,Male,Blue,4/10/1976
Fernandez,Carlos,Male,Orange,4/15/1974
White,Ernest,Male,Puce,2/19/1950
Griffin,Aaron,Male,Blue,1/13/1971
Franklin,Donna,Female,Goldenrod,5/1/1983
Walker,Brian,Male,Orange,8/5/1996
Powell,Wayne,Male,Fuscia,10/26/1950
Crawford,Joan,Female,Khaki,4/2/1962
Wagner,Irene,Female,Yellow,1/23/1996
Bailey,Martha,Female,Crimson,1/19/1947
Hamilton,Willie,Male,Purple,7/31/1977
Shaw,Jesse,Male,Maroon,3/29/1960
Flores,Shirley,Female,Mauv,3/1/1995
Bradley,Lawrence,Male,Turquoise,9/17/1993
Johnson,Elizabeth,Female,Fuscia,12/31/1959
Porter,Denise,Female,Aquamarine,8/28/2001
Meyer,Jennifer,Female,Blue,7/11/1970
Roberts,Sandra,Female,Turquoise,6/6/2003
Hughes,Patrick,Male,Mauv,5/14/2002
Mitchell,Teresa,Female,Aquamarine,9/15/1957
Oliver,Diane,Female,Yellow,12/6/1982
Mills,Sandra,Female,Violet,7/21/1973
Carr,Richard,Male,Red,11/28/1972
Meyer,Cheryl,Female,Orange,4/17/1947
Simpson,Irene,Female,Yellow,5/21/1947
Kelley,Heather,Female,Aquamarine,5/31/1990
Johnston,Martin,Male,Maroon,2/14/1973
Kennedy,Harold,Male,Blue,2/14/1946
Olson,Randy,Male,Indigo,10/7/1959
Washington,Mildred,Female,Mauv,2/15/1957
Williams,Phyllis,Female,Yellow,2/3/1946
Flores,Shirley,Female,Teal,12/17/1990
Williams,Justin,Male,Indigo,8/18/1995
Tucker,Victor,Male,Goldenrod,3/4/2003
Burns,Scott,Male,Aquamarine,5/26/1996
Ramos,Linda,Female,Green,5/15/1995
Wagner,Louis,Male,Violet,1/23/1960
Hall,Joseph,Male,Green,3/12/1990
Perkins,Sharon,Female,Indigo,8/10/1950
Jackson,Melissa,Female,Blue,4/22/1972
Gardner,Emily,Female,Mauv,10/4/1954
Nichols,Keith,Male,Pink,11/30/1998
Ryan,Paul,Male,Violet,6/2/1952
Foster,Helen,Female,Purple,5/22/1954
Bryant,Kenneth,Male,Blue,8/22/1979
Bishop,Sarah,Female,Green,3/3/1977
Grant,Shawn,Male,Fuscia,8/5/2003
Hughes,Steven,Male,Crimson,12/23/1971
Jordan,Patrick,Male,Yellow,9/6/1963
Hansen,Laura,Female,Teal,3/2/1986
Frazier,Craig,Male,Teal,7/28/1989
Ellis,Jimmy,Male,Red,9/28/1978
Boyd,David,Male,Blue,1/7/1956
Simmons,Nicole,Female,Violet,6/26/1974
Harrison,Stephen,Male,Orange,5/29/1999
Mccoy,Willie,Male,Green,3/1/1958
Morales,John,Male,Red,2/21/1951
Palmer,Maria,Female,Red,4/24/1975
Freeman,Stephen,Male,Puce,2/12/1963
Gray,Angela,Female,Mauv,5/19/1988
Robertson,Tammy,Female,Aquamarine,3/19/1964
Phillips,Phyllis,Female,Maroon,3/25/1986
Ryan,Ruby,Female,Turquoise,8/12/1957
Murray,Melissa,Female,Indigo,8/22/2002
Fernandez,Sean,Male,Goldenrod,4/4/1953
Boyd,Mark,Male,Goldenrod,5/27/1969
Stevens,Melissa,Female,Mauv,8/28/1973
Harrison,Martin,Male,Orange,12/25/1962
Russell,Kathleen,Female,Orange,7/13/1965
Kelley,Earl,Male,Crimson,9/11/1982
Reyes,Julie,Female,Crimson,7/16/1957
Snyder,Anne,Female,Red,11/20/1965
Russell,Bobby,Male,Orange,1/9/1961
Lawrence,Stephen,Male,Khaki,7/19/1988
Simpson,Dorothy,Female,Teal,4/20/1976
Bowman,Samuel,Male,Orange,2/20/1984
Flores,Lori,Female,Aquamarine,3/4/1952
Lewis,Kathleen,Female,Orange,6/8/1948
Olson,Virginia,Female,Khaki,12/23/1968
Gray,Tammy,Female,Mauv,12/18/1997
Stevens,Janet,Female,Turquoise,2/19/1952
Anderson,Rose,Female,Pink,4/6/1994
Jacobs,Juan,Male,Red,2/11/1953
Mccoy,Doris,Female,Teal,9/24/1966
Day,Tina,Female,Crimson,12/31/1983
Rivera,Kevin,Male,Mauv,4/19/1978
Watkins,John,Male,Puce,9/14/1954
Berry,Janet,Female,Green,10/5/1999
Rogers,Douglas,Male,Khaki,3/6/1955
Kelly,Margaret,Female,Green,1/20/1977
Stanley,Russell,Male,Indigo,9/25/1997
Howell,Samuel,Male,Puce,4/16/1971
Peters,Amy,Female,Turquoise,5/8/1978
Carr,Marilyn,Female,Puce,7/11/1964
Day,Harold,Male,Fuscia,10/15/1955
Stephens,Eric,Male,Violet,7/2/1977
Cruz,Debra,Female,Mauv,2/17/1997
Cooper,Bobby,Male,Maroon,2/20/2001
Hansen,Chris,Male,Crimson,8/6/1948
Russell,Margaret,Female,Puce,9/10/2001
Gomez,Lawrence,Male,Puce,12/22/1991
Hawkins,Sarah,Female,Blue,9/1/1996
Ryan,George,Male,Puce,5/2/1984
Snyder,Anne,Female,Blue,3/24/1991
Ramirez,Alan,Male,Pink,7/31/1998
Parker,Louis,Male,Orange,8/19/1968
Daniels,Nancy,Female,Aquamarine,1/27/2003
Hudson,Christopher,Male,Mauv,1/11/2000
Austin,John,Male,Pink,9/10/1991
Henry,Christopher,Male,Orange,6/25/2001
Powell,Donna,Female,Turquoise,6/21/1947
Frazier,Roy,Male,Khaki,11/19/1954
Roberts,Margaret,Female,Purple,5/17/1950
Hunt,Bobby,Male,Crimson,5/17/1946
Mason,Willie,Male,Violet,12/18/1952
Harrison,Adam,Male,Purple,11/17/1995
Holmes,Frank,Male,Mauv,11/12/1978
Ruiz,Stephen,Male,Green,12/3/1947
Hall,George,Male,Orange,6/14/1999
Miller,Joshua,Male,Puce,1/13/1993
Dixon,Frances,Female,Puce,11/14/1985
Marshall,Juan,Male,Mauv,3/26/1982
Johnson,Andrew,Male,Blue,10/29/1965
Meyer,Angela,Female,Turquoise,12/18/1989
Morrison,Frances,Female,Orange,4/4/1959
Armstrong,Russell,Male,Mauv,6/3/1974
Cole,Harold,Male,Pink,10/25/1952
Cruz,John,Male,Mauv,8/12/1977
Chapman,Angela,Female,Aquamarine,2/17/1983
Richardson,Joseph,Male,Maroon,7/11/1947
Hernandez,Anne,Female,Purple,12/2/1971
Cook,Nancy,Female,Khaki,9/19/1956
Tucker,Wayne,Male,Orange,1/30/1999
Wagner,Mildred,Female,Yellow,2/18/1990
Patterson,Donald,Male,Green,6/25/1969
Banks,Benjamin,Male,Maroon,7/22/1986
Williamson,Jose,Male,Green,5/9/1969
Owens,Martha,Female,Red,10/17/1952
Harvey,Steve,Male,Yellow,5/27/1971
Hansen,Sandra,Female,Turquoise,11/13/1989
Miller,James,Male,Teal,9/4/1963
Reid,Walter,Male,Khaki,6/2/1969
Dixon,Emily,Female,Green,3/27/1980
Davis,Randy,Male,Fuscia,8/28/1963
Ortiz,Jeffrey,Male,Blue,7/31/1991
Fuller,Sean,Male,Yellow,7/29/1981
Meyer,Jean,Female,Blue,10/24/2001
Stephens,Jeremy,Male,Orange,10/12/1949
Burton,Alan,Male,Orange,11/26/1955
Garrett,Ernest,Male,Mauv,2/26/1957
Bryant,Elizabeth,Female,Aquamarine,7/25/1978
Myers,Teresa,Female,Fuscia,2/28/1990
West,Kevin,Male,Fuscia,6/12/1954
Johnson,Frances,Female,Yellow,8/14/1956
Murphy,Lois,Female,Goldenrod,6/24/1987
Ortiz,Tina,Female,Goldenrod,5/26/1960
Romero,Carol,Female,Pink,5/10/1965
Gomez,Doris,Female,Khaki,1/10/1955
Gonzales,John,Male,Purple,9/21/1950
Spencer,Debra,Female,Maroon,6/24/1951
Gonzales,Louise,Female,Turquoise,6/27/1966
Fuller,Marie,Female,Red,6/23/1959
Cook,Jerry,Male,Fuscia,8/22/1975
Phillips,James,Male,Fuscia,12/16/1945
Fields,Judith,Female,Turquoise,9/12/1964
Perkins,Amy,Female,Indigo,9/23/1959
Kelly,James,Male,Purple,6/21/1964
Nguyen,Russell,Male,Turquoise,10/3/1962
Harvey,Joseph,Male,Indigo,4/7/1996
Kim,Julia,Female,Red,5/2/1954
Fuller,Justin,Male,Turquoise,3/5/2003
Harvey,Debra,Female,Orange,9/22/1996
Fields,Ruby,Female,Maroon,9/22/1946
Taylor,Mildred,Female,Yellow,8/15/1960
Mason,William,Male,Aquamarine,9/16/1963
Wilson,Nancy,Female,Turquoise,3/24/1992
Robertson,Brian,Male,Khaki,8/20/1977
Thompson,Barbara,Female,Khaki,9/23/1964
Lewis,Rachel,Female,Violet,5/6/1962
Vasquez,Ernest,Male,Green,1/3/1946
Mason,Kathleen,Female,Indigo,3/14/1972
Fuller,Bonnie,Female,Goldenrod,8/28/1968
Stevens,Shirley,Female,Violet,4/20/1964
Marshall,Cheryl,Female,Indigo,12/12/1949
Wagner,Wayne,Male,Purple,8/7/1989
Mason,Gloria,Female,Purple,11/3/1954
Flores,Keith,Male,Blue,9/21/1971
Watson,Rebecca,Female,Fuscia,3/26/1955
Cole,Keith,Male,Turquoise,3/31/1959
Davis,Eugene,Male,Yellow,7/11/2000
Fowler,Richard,Male,Khaki,12/31/1981
Franklin,Shawn,Male,Blue,10/16/1983
Perkins,Martin,Male,Fuscia,10/17/2001
Henderson,Tina,Female,Indigo,1/12/1988
Nelson,Pamela,Female,Maroon,7/26/1999
Bradley,Walter,Male,Indigo,4/7/1963
Bennett,Gerald,Male,Pink,3/1/1998
Sanchez,Stephen,Male,Blue,7/21/1972
Black,Eric,Male,Red,5/19/1973
Payne,Albert,Male,Teal,10/12/1955
Parker,Bruce,Male,Pink,6/30/1988
Gordon,Ashley,Female,Blue,5/25/2002
Anderson,Susan,Female,Indigo,1/25/1958
Reed,Julie,Female,Goldenrod,7/20/1957
Wallace,Ruth,Female,Green,1/2/1962
Hansen,Carl,Male,Crimson,1/26/1999
Sanchez,Jeremy,Male,Yellow,5/24/1961
Chavez,Christopher,Male,Puce,8/2/1954
Nelson,Larry,Male,Puce,6/15/1966
Sanders,Judy,Female,Goldenrod,12/4/1969
Henry,Steve,Male,Khaki,5/16/1980
Howell,James,Male,Teal,1/25/1951
Crawford,Lisa,Female,Blue,2/20/1952
Sanders,Andrea,Female,Turquoise,11/1/1955
Stone,Elizabeth,Female,Crimson,8/11/1966
Castillo,Ryan,Male,Purple,12/4/1981
Martin,Jimmy,Male,Crimson,11/20/1999
West,Jean,Female,Mauv,8/14/1983
Bowman,Amanda,Female,Green,6/21/1973
Spencer,Anthony,Male,Pink,11/28/1992
Grant,Larry,Male,Turquoise,9/24/1954
Morgan,Irene,Female,Orange,11/17/1958
Foster,Harry,Male,Maroon,8/9/1977
Turner,Carl,Male,Khaki,4/11/1969
Stone,Lori,Female,Khaki,6/16/1980
Howard,Elizabeth,Female,Goldenrod,7/28/1957
Murphy,Victor,Male,Green,9/21/1967
Schmidt,Carolyn,Female,Crimson,5/19/1992
Oliver,Margaret,Female,Puce,4/6/1947
Willis,Charles,Male,Khaki,12/31/1999
Morrison,Bruce,Male,Fuscia,12/4/1985
Hunt,Shawn,Male,Green,11/14/1975
Gomez,Jimmy,Male,Violet,8/2/1981
Lewis,Annie,Female,Turquoise,7/26/1969
Stephens,Kenneth,Male,Goldenrod,10/24/1979
Jenkins,Ruby,Female,Teal,5/3/1983
Snyder,Randy,Male,Fuscia,8/20/1971
Simpson,Randy,Male,Indigo,6/26/1995
Webb,Carol,Female,Crimson,11/9/1996
Meyer,Ronald,Male,Mauv,10/14/1984
Riley,Joseph,Male,Goldenrod,3/6/1993
Black,Juan,Male,Goldenrod,11/4/1957
Griffin,Rose,Female,Fuscia,3/29/2000
Nelson,Terry,Male,Yellow,1/7/1969
Martinez,Jacqueline,Female,Goldenrod,11/29/1954
Olson,Howard,Male,Mauv,9/30/1957
Day,Brenda,Female,Crimson,6/25/1946
Perry,Louise,Female,Yellow,4/13/1987
Cooper,Betty,Female,Green,9/15/1998
Hawkins,Melissa,Female,Goldenrod,5/1/1996
Myers,Louise,Female,Turquoise,7/24/1992
Day,Maria,Female,Green,2/13/1957
Wagner,Andrew,Male,Puce,3/19/1986
Sanders,Mary,Female,Maroon,6/25/1969
Dixon,Jerry,Male,Orange,10/12/1946
Lane,Marilyn,Female,Yellow,6/10/1962
Jones,Doris,Female,Blue,5/11/1946
Day,Scott,Male,Crimson,1/20/1988
Bailey,Jane,Female,Mauv,4/1/1967
West,Donald,Male,Violet,6/7/1990
Baker,Sharon,Female,Pink,10/22/2002
Kennedy,Lois,Female,Orange,1/12/1959
Ellis,Karen,Female,Red,11/3/1984
Armstrong,Gregory,Male,Violet,5/30/1948
Gomez,Brenda,Female,Orange,2/2/1987
Porter,Lori,Female,Indigo,12/20/1972
Gilbert,Johnny,Male,Orange,2/2/1973
Mason,Wayne,Male,Turquoise,11/25/1995
Garza,Joyce,Female,Mauv,10/3/1960
Sullivan,Janet,Female,Pink,11/4/1988
Perez,Harry,Male,Indigo,1/12/1960
Hamilton,Marie,Female,Goldenrod,1/18/1984
Rogers,Kelly,Female,Red,5/2/1976
Cooper,Jimmy,Male,Pink,8/27/1978
Frazier,Patrick,Male,Crimson,11/20/1998
Burke,Craig,Male,Indigo,8/19/2000
